,1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
33224,2023,47567NDNPLRRTE1,110037247912.0,IPL PETERSBURG,6925 N STATE RD 57,PETERSBURG,PIKE,IN,47567,,,38.52776,-87.252884,NAD83,AES CORP,043857812,AES CORP,,,,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221774779,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.0,887.8,433.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.0,0.0,0.0,0.0,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.0,3243.12,0.0,0.0,1321.12,0.0,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,3243.12,,PRODUCTION,0.58
33252,2023,46721BTLRM4506N,110002445462.0,BUTLER MILL SERVICE CO,4506 COUNTY RD 59,BUTLER,DEKALB,IN,46721,,,41.37035,-84.90795,NAD83,EDW C LEVY CO,005354816,EDW C LEVY CO,,,,NO,327,Nonmetallic Mineral Product,,,,,,,327992,,,,,,1323222109593,Lead compounds,NO,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,,PRODUCTION,0.77
33273,2023,47250MDSNP94E40,110000402341.0,MADISON PRECISION PRODUCTS INC.,94 E 400 N,MADISON,JEFFERSON,IN,47250,,,38.79694,-85.383049,NAD83,,,MADISON PRECISION PRODUCTS INC,HONDA FOUNDRY CO LTD,,HONDA MOTOR CO LTD,NO,331,Primary Metals,,,,,,,331523,,,,,,1323222239434,Copper,NO,0007440508,7440-50-8,150086.0,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,34000.0,0.0,0.0,0.0,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34250.0,750.0,0.0,0.0,50.0,0.0,11.0,0.0,0.0,87000.0,34000.0,0.0,0.0,121061.0,,PRODUCTION,1.52
33307,2023,46514GCLCR53280,110000398622.0,SHERWIN-WILLIAMS CO,2504 MARINA DR,ELKHART,ELKHART,IN,46514,,,41.71994,-85.9171,NAD83,THE SHERWIN-WILLIAMS CO,004206397,THE SHERWIN-WILLIAMS CO,,,,NO,325,Chemicals,,,,,,,325520,325510.0,,,,,1323222234775,Cumene,NO,0000098828,98-82-8,18309.0,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
33359,2023,46580MDCST596EA,110000399765.0,TEXMO PRECISION CASTINGS,596 E 200 N,WARSAW,KOSCIUSKO,IN,46582,,,41.238049,-85.853027,NAD83,,,,,,,NO,331,Primary Metals,,,,,,,331512,,,,,,1323221644634,Chromium,NO,0007440473,7440-47-3,150060.0,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186.0,0.0,0.0,7454.0,9640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9640.0,0.0,0.0,9640.0,,ACTIVITY,1.35
33375,2023,46514SPRRF1030A,110000398695.0,SUPERIOR INDUSTRIAL SOLUTIONS INC.,1030 ALL PRO DR,ELKHART,ELKHART,IN,46514,,,41.72962,-85.98956,NAD83,SUPERIOR INDUSTRIAL SOLUTIONS INC,039994975,SUPERIOR INDUSTRIAL SOLUTIONS INC,,,,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323222265884,Cumene,NO,0000098828,98-82-8,18309.0,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
33378,2023,4724WHNDMN2755N,110037389260.0,HONDA DEVELOPLEMENT & MANUFACTURING LLC - IAP,2755 N. MICHIGAN AVE.,GREENSBURG,DECATUR,IN,47240,,,39.36738,-85.542151,NAD83,AMERICAN HONDA MOTOR CO INC,008860389,AMERICAN HONDA MOTOR CO INC,,,HONDA MOTOR CO LTD,NO,336,Transportation Equipment,,,,,,,336110,,,,,,1323221884873,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,16265.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,23175.0,0.0,0.0,0.0,0.0,23175.0,91.0,4465.0,4556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27763.0,17162.0,0.0,0.0,17130.0,0.0,32.0,0.0,4556.0,0.0,23175.0,42772.0,0.0,87665.0,,PRODUCTION,1.0
33395,2023,46947CPLYCSTATE,110000401459.0,HEIDELBERG MATERIALS US CEMENT LLC,STATE RD 25 SOUTH 3084 W CR. 225 S,LOGANSPORT,CASS,IN,46947,,,40.734521,-86.433441,NAD83,HEIDELBERG MATERIALS US INC,967342197,HEIDELBERG MATERIALS US INC,HEIDELBERG MATERIALS,,HEIDELBERG MATERIALS,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1323222302414,Anthracene,NO,0000120127,120-12-7,31013.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,69567.7,0.0,0.0,0.0,0.0,0.0,69569.7,,PRODUCTION,1.06
33411,2023,46124MMTLX216NM,110037144435.0,MA METAL,216 N MAIN ST,EDINBURGH,JOHNSON,IN,46124,,,39.35629,-85.96787,NAD83,,,,,,,NO,332,Fabricated Metals,,,,,,,332119,,,,,,1323222014286,Nickel,NO,0007440020,7440-02-0,149674.0,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28500.0,0.0,0.0,0.0,28500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28500.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,28500.0,0.0,0.0,28505.0,,ACTIVITY,1.06
33421,2023,46368MRCNR6300U,110056963282.0,PVS TECHNOLOGIES INC.,6300 US HWY RT 12,PORTAGE,PORTER,IN,46368,,,41.620389,-87.170278,NAD83,PVS CHEMICALS INC,006530273,PVS CHEMICALS INC,,,,NO,325,Chemicals,,,,,,,325180,,,,,,1323221554405,Lead compounds,NO,N420,N420,650002.0,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,,ACTIVITY,1.0
33452,2023,46222RFBDV604EL,110000397268.0,AEROFAB,604 E LEGRANDE AVE,INDIANAPOLIS,MARION,IN,46203,,,39.73944,-86.14699,NAD83,TUBE PROCESSING CORP,006037196,TUBE PROCESSING CORP,,,,NO,336,Transportation Equipment,,,,,,,336411,,,,,,1323222300713,Nitric acid,NO,0007697372,7697-37-2,152686.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14331.91,0.0,14331.91,0.0,14331.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14331.91,14331.91,,PRODUCTION,1.0
33523,2023,46268LLTTC9200Z,110000397632.0,ELLIOTT CO OF INDIANAPOLI S INC.,9200 ZIONSVILLE RD,INDIANAPOLIS,MARION,IN,46268,,,39.91769,-86.25985,NAD83,ELLIOTT CO OF INDIANAPOLIS INC,,ELLIOTT CO OF INDIANAPOLIS INC,,,,NO,326,Plastics and Rubber,,,,,,,326150,,,,,,1323221552969,Formic acid,NO,0000064186,64-18-6,3830.0,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
33576,2023,46733GLDSH2004P,110000400343.0,GOLDSHIELD FIBERGLASS INC 43-2,2004 PATTERSON,DECATUR,ADAMS,IN,46733,,,40.82473,-84.94543,NAD83,REV GROUP INC,,REV GROUP INC,,,,NO,326,Plastics and Rubber,,,,,,,326199,,,,,,1323221581263,Styrene,NO,0000100425,100-42-5,19414.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,4996.0,44967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165.0,0.0,0.0,0.0,0.0,3165.0,138.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3303.0,49963.0,0.0,0.0,49963.0,0.0,0.0,0.0,138.0,0.0,3165.0,6631.0,0.0,59897.0,,PRODUCTION,0.44
33618,2023,46563CTRSH2050N,110002115416.0,ZENTIS NORTH AMERICAN OPERATING LLC,2050 N OAK RD,PLYMOUTH,MARSHALL,IN,46563,,,41.358625,-86.327557,NAD83,,,,,,,NO,311,Food,,,,,,,311421,493120.0,,,,,1323221681430,Peracetic acid,NO,0000079210,79-21-0,7682.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12,794.88,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.88,0.0,864.0,69.12,0.0,0.0,0.0,0.0,69.12,0.0,0.0,0.0,0.0,0.0,794.88,864.0,,PRODUCTION,1.2
33621,2023,46219VNWTR7425E,110000397160.0,UNIVAR USA INC. - INDIANAPOLIS,7425 E 30TH ST,INDIANAPOLIS,MARION,IN,46219,,,39.81,-86.036389,NAD83,UNIVAR USA INC,102971785,UNIVAR SOLUTIONS USA INC,,,,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323221904915,Nitric acid,NO,0007697372,7697-37-2,152686.0,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.0,3.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.042,0.0,0.0,3.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.042,,PRODUCTION,1.0
33629,2023,46725RLCRFUSBUS,110000400290.0,REELCRAFT INDUSTRIES INC,2842 E BUS INESS HWY 30,COLUMBIA CITY,WHITLEY,IN,46725,,,41.14012,-85.43766,NAD83,,,,,,,NO,332,Fabricated Metals,,,,,,,332999,,,,,,1323221898618,Copper,NO,0007440508,7440-50-8,150086.0,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.93,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.93,0.0,17757.0,0.0,0.0,0.0,17757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17770.93,16.93,0.0,0.0,3.0,12.0,1.93,0.0,0.0,0.0,17757.0,0.0,0.0,17773.93,,PRODUCTION,1.2
33635,2023,46626MHWKL8401E,110000399916.0,NCH CORP MOHAWK LABS DIV,8401 E 33RD ST,INDIANAPOLIS,MARION,IN,46226,,,39.81652,-86.02028,NAD83,NCH CORP,008963910,NCH CORP,,,,NO,325,Chemicals,,,,,,,325612,,,,,,1323222222869,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
33700,2023,46231HRTGN7901W,110000397393.0,HERITAGE ENVIRONMENTAL SERVICES LLC,7901 W MORRIS ST,INDIANAPOLIS,MARION,IN,46231,,,39.748,-86.2997,NAD83,HERITAGE GROUP,006420160,HERITAGE GROUP,,,,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1323222338966,Mercury,NO,0007439976,7439-97-6,149633.0,YES,PBT,YES,Elemental metals,NO,YES,NO,R,Pounds,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.036,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,1722.0,0.0,0.0,0.0,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.036,1.046,0.0,0.0,1.01,0.025,0.011,0.0,0.0,0.0,1722.0,0.0,0.0,1723.046,,ACTIVITY,0.99
33733,2023,46514RCHTC2551C,110056955086.0,BONNELL ALUMINUM (ELKHART) INC.,2551 C R.10 W,ELKHART,ELKHART,IN,46514,,,41.703889,-85.988333,NAD83,TREDEGAR CORP,555463785,TREDEGAR CORP,,,,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1323221625270,Lead,NO,0007439921,7439-92-1,149583.0,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,7.89,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,1.05,0.0,0.0,0.0,0.0,0.0,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.21,14.257,0.0,0.0,0.047,11.29,2.92,0.0,0.0,0.0,0.0,0.0,0.0,14.257,,PRODUCTION,0.92
33748,2023,4676WTNNCX1493G,110003098219.0,TENNECO,1493 GERBER ST,LIGONIER,NOBLE,IN,46767,,,41.47949,-85.60315,NAD83,TENNECO INC,181442526,TENNECO INC,,,,NO,336,Transportation Equipment,,,,,,,336390,,,,,,1323221731831,Nickel,NO,0007440020,7440-02-0,149674.0,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0,0.0,0.0,1758.0,,PRODUCTION,0.7
33797,2023,46320KLDVS3000S,110000397945.0,DOVER CHEMICAL HAMMOND WORKS,3000 SHEFFIELD AVE,HAMMOND,LAKE,IN,46327,,,41.6594,-87.5138,NAD83,ICC INDUSTRIES INC,046177341,ICC INDUSTRIES INC,,,,NO,325,Chemicals,,,,,,,325199,,,,,,1323221843004,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970.0,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1663.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.0,153.2,612.8,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.2,238.0,0.0,0.0,0.0,0.0,238.0,0.0,1539.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,612.8,0.0,2543.0,2066.2,0.0,0.0,1913.0,22.98,130.22,0.0,1539.0,0.0,238.0,0.0,612.8,4456.0,,PRODUCTION,1.0
33822,2023,47528PSDWR15400,110040086803.0,DUKE ENERGY INDIANA INC. - EDWARDSPORT IGCC,15424 E SR 358,EDWARDSPORT,KNOX,IN,47528,,,38.8067,-87.2472,NAD83,DUKE ENERGY CORP,006996052,DUKE ENERGY CORP,,,,NO,2211,Electric Utilities,,,,,,,221118,,,,,,1323221841430,Zinc compounds,NO,N982,N982,649699.0,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.0,370.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91000.0,0.0,0.0,0.0,40.0,0.0,0.0,91040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91040.0,91515.0,0.0,0.0,475.0,91000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,91515.0,,PRODUCTION,0.91
33824,2023,46060KNGSY1511H,110024447133.0,KING SYSTEMS CORP,15011 HERRIMAN BLVD,NOBLESVILLE,HAMILTON,IN,46060,,,40.00442,-86.00565,NAD83,AMBU INC.,107260275,AMBU INC,,,,NO,339,Miscellaneous Manufacturing,,,,,,,339112,,,,,,1323221812910,Dichloromethane,NO,0000075092,75-09-2,5306.0,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,389.0,38546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6665.0,0.0,0.0,0.0,0.0,6665.0,0.0,6665.0,38935.0,0.0,0.0,38935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6665.0,45600.0,,PRODUCTION,0.84
