MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,Terminated_Date,IC_VFC_ID,VFC_URL
3168,19344,Michigantown Mara Mart,112 Main St,Michigantown,Clinton County,UST,NFA 9/22/2021,Environmental Restrictive Covenant,1312,,30-Aug-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83217776,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83217776
3256,19793,The Store in Otisco,7001 SR 3,Otisco,Clark County,UST,No Further Action,Environmental Restrictive Covenant,1314,,10-Sep-19,Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction; Soil Restoration; Vapor Mitigation Contingency,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,82871747,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82871747
3409,14588,USA Speedway Incorporated,1317 E 10th St,Jeffersonville,Clark County,LUST,LUST 14588,Environmental Restrictive Covenant,1316,,04-Dec-19,Agricultural or Food Crop; Ground Water Use Restriction; Land Activity Monitoring; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,,
3430,11863,Lassus Handy Dandy 19,3427 WAYNE TRCE,Fort Wayne,Allen County,UST,No Further Action 8/23/2018,Environmental Restrictive Covenant,1317,,08-Aug-18,Ground Water Use Restriction; Residential Use Restriction; Soil Restoration,Ground Water; Subsurface Soil,Petroleum,Entire Property,,82612908,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82612908
3443,4160211,Industrial Water Recycling Company,600 W 9th St,Jeffersonville,Clark County,Brownfields,Comfort Letter 1/18/2019,Environmental Restrictive Covenant,1318,,11-Feb-19,Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify); Soil Handling and Disposal; Soil Restoration,Ground Water; Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons,Entire Property,,82697541,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82697541
3709,22880,Toney Oil Company,396 S Main St,Marengo,Crawford County,LUST,NFA,Environmental Restrictive Covenant,1320,,11-Mar-21,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83129808,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83129808
3746,4190404,Deckers Food Mart,221 Market St,Charlestown,Clark County,Brownfields,BF CL BFPP 7/25/2019,Environmental Restrictive Covenant,1321,,19-Sep-19,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,82854207; 82859236,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82854207; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82859236
3918,19451,Columbus,7251 E SR 7,Columbus,Bartholomew County,UST,No Further Action,Environmental Restrictive Covenant,1322,,22-Oct-18,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,82636865,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82636865
3963,22330,Auburn Pride,1900 S Wayne St,Auburn,De Kalb County,LUST,NFA,Environmental Restrictive Covenant,1324,,24-Oct-17,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83463836,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83463836
3963,22330,Circle K 4702451,1900 S Wayne St,Auburn,De Kalb County,LUST,NFA,Environmental Restrictive Covenant,1324,,24-Oct-17,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83463836,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83463836
4168,2259,Hoosier Pete,2535 S Hoyt Ave,Muncie,Delaware County,LUST,NFA,Environmental Restrictive Covenant,1326,,13-Sep-19,Agricultural or Food Crop; Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water; Surface Soil,Chlorinated Compounds; Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,82838648,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82838648
4273,10534,GasAmerica 8085,3300 E Jackson St,Muncie,Delaware County,UST,NFA,Environmental Restrictive Covenant,1328,,31-Jan-20,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Petroleum,Entire Property,,82906472,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82906472
4315,6050504,Stevenson Brothers Cleaners,9 W Morrison St,Frankfort,Clinton County,VRP,VRP 6050504,Environmental Restrictive Covenant,1330,,08-Apr-16,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil; Surface Soil,Chlorinated Compounds; Petroleum,Entire Property,,,
4315,6050504,Stevenson Brothers Cleaners,9 W Morrison St,Frankfort,Clinton County,VRP,VRP 6050504,Environmental Restrictive Covenant,1331,,08-Apr-16,Ground Water Use Restriction; Residential Use Restriction,,,Entire Property,,80374035,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80374035
4422,4150302,Indiana Powder Coatings Incorporated,9413 N Tower Rd,Brazil,Clay County,Brownfields,,Environmental Restrictive Covenant,1332,,23-May-23,Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water,Metals; VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,80389055; 80448906; 83260441,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80389055; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80448906; https://ecm.idem
4422,4150302,Wolf Industries Tire Processing Site,9413 N Tower Rd,Brazil,Clay County,Brownfields,,Environmental Restrictive Covenant,1332,,23-May-23,Ground Water Use Restriction; Residential Use Restriction; Vapor Mitigation Contingency,Ground Water,Metals; VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,80389055; 80448906; 83260441,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80389055; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80448906; https://ecm.idem
4535,16153,Waterloo Amoco,US HWY 6 & SR 427,Waterloo,De Kalb County,LUST,LUST ERC,Environmental Restrictive Covenant,1337,,22-Jun-15,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,80071762,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80071762
4589,24667,Carmerica Tires & Service,105 Prather Ln,Sellersburg,Clark County,LUST,NFA,Environmental Restrictive Covenant,1338,,07-Apr-22,Agricultural or Food Crop; Ground Water Use Restriction; Restricted Excavation Area; Soil Restoration; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor); Subsurface Soil,Chlorinated Compounds; Petroleum,Entire Property; Portion of Property,,83301309,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83301309
4717,4171103,Marshall Auto Parts Inc,375 Emery Crossing Rd Ste A,Clarksville,Clark County,Brownfields,BF CL 06/01/2018,Environmental Restrictive Covenant,1344,,25-Jul-18,Soil or Vegetative Cap; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons,Entire Property; Portion of Property,,82586245,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82586245
4721,1311,Clark County School Corporation,1611 E 10th St,Jeffersonville,Clark County,LUST,,Environmental Restrictive Covenant,1345,,30-Jun-20,Ground Water Use Restriction,Ground Water,Chlorinated Compounds; Petroleum,Entire Property,,83013684,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83013684
4809,22635,A DALE BLOOM,1032 OAKLAND ST,Fort Wayne,Allen County,UST,NFA,Environmental Restrictive Covenant,1346,,12-Dec-19,Ground Water Use Restriction; Residential Use Restriction; Soil Restoration,Ground Water; Subsurface Soil,Petroleum,Entire Property,,82879128,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82879128
4860,4190604,Art Collection,223 W Washington St,Lebanon,Boone County,Brownfields,Comfort Letter 09/20/2019,Environmental Restrictive Covenant,1348,,11-Feb-22,Ground Water Use Restriction; Prohibit Monitoring Interference; Vapor Mitigation Contingency,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,83288335,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83288335
5220,2244,Village Pantry 468,3300 S Madison St,Muncie,Delaware County,LUST,2244,Environmental Restrictive Covenant,1350,,24-Jan-22,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83274329,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83274329
5247,413,Surplus City Liquidators 3,510 Indianapolis Ave,Lebanon,Boone County,State Cleanup,NFA,Environmental Restrictive Covenant,1351,,27-Jan-22,Maintain Building Slab;  Paved or Concrete Cap; Agricultural or Food Crop; Excavation Notice Required; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Soil Gas (Vapor); Subsurface Soil; Surface Soil,Chlorinated Compounds,Entire Property; Portion of Property,,,
5278,4210905,Bobs Car Wash,711 2nd St,Columbus,Bartholomew County,Brownfields,NFA 2/1/22,Environmental Restrictive Covenant,1352,,08-Feb-22,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Surface Soil,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83282223; 83282231,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83282223; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83282231
5312,20456,Delaware Trucking Company,418 W Powers St,Muncie,Delaware County,LUST,LUST ERC 06/21/2017,Environmental Restrictive Covenant,1353,,21-Jun-17,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,80478982,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80478982
5449,4190901,Hickory Haven Mobile Home Park,5400 Kilgore Ave,Muncie,Delaware County,Brownfields,,Environmental Restrictive Covenant,1355,,05-Jun-20,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Metals,Entire Property,,82989544,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82989544
5456,5246,Pak-A-Sak,204 E Huntington St,Montpelier,Blackford County,LUST,,Environmental Restrictive Covenant,1356,,30-Sep-14,Residential Use Restriction,Subsurface Soil,TPH - Total Petroleum Hydrocarbons,Entire Property,,70469599,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70469599
5465,15632,Circle S 33,850 Main St,Ferdinand,Dubois County,UST,NFA 5/12/21,Environmental Restrictive Covenant,1358,,17-Dec-21,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83085130,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83085130
5501,6000411,Indiana Gas Company,1460 Jackson St,Columbus,Bartholomew County,VRP,VRP 6000411,Environmental Restrictive Covenant,1359,,06-Feb-13,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Restricted Excavation Area; Soil Handling and Disposal; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor); Subsurface Soil; Surface Soil,Petroleum,Entire Property,,67378039,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=67378039
5502,16262,Former Bulk 2714,3470 W CR 450 S,Columbus,Bartholomew County,LUST,NFA,Environmental Restrictive Covenant,1360,,25-Feb-21,Engineering Control OM&M; Ground Water Use Restriction; Other Restriction (Specify),Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,83125108,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83125108
5569,4160307,Good Earth Marathon Market,24 E US Hwy 52,Otterbein,Benton County,Brownfields,BF 4160307,Environmental Restrictive Covenant,1361,,13-Sep-19,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property,,82865982,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82865982
5598,15744,Aligs Convenience Store and Car Wash,28205 SR 1,West Harrison,Dearborn County,LUST,LUST,Environmental Restrictive Covenant,1364,,08-Aug-19,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,82824678,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82824678
5617,4120201,Olde Country Corner,1915 E US Hwy 40,Brazil,Clay County,Brownfields,NFA 8/9/2016,Environmental Restrictive Covenant,1365,,03-Jul-18,Excavation Notice Required; Ground Water Use Restriction; Soil Handling and Disposal; Soil Restoration; Vapor Mitigation Contingency,Ground Water; Subsurface Soil; Surface Soil,Metals; Petroleum,Entire Property,,82577020,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82577020
5669,15162,Dicks Service Station Former,102 S California St,Galveston,Cass County,UST,NFA 10/08/2021,Environmental Restrictive Covenant,1368,,10-Aug-21,Engineering Control OM&M; Ground Water Use Restriction; Residential Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83223039,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83223039
5675,199901195,Visteon Systems LLC,5000 Western Ave,Connersville,Fayette County,State Cleanup,State Clean Up 1999-01-195,Environmental Restrictive Covenant,1370,,14-Nov-16,Ground Water Use Restriction; Prohibit Monitoring Interference; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor),Chlorinated Compounds; VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,80396446,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80396446
5676,9102,Bigfoot 15,211 S Van Buren St,Nashville,Brown County,LUST,LUST 9102,Environmental Restrictive Covenant,1371,,13-Mar-20,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,82943806,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82943806
5716,199311541,Former Crystal Flash 14,801 N 3rd St,Logansport,Cass County,LUST,,Environmental Restrictive Covenant,1372,,18-Jul-14,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,70249152,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70249152
5728,11845,DAILYS 66 SERVICE,711 E 5TH ST,Fowler,Benton County,UST,NFA 7/25/2018,Environmental Restrictive Covenant,1373,,16-May-18,Ground Water Use Restriction; Soil Handling and Disposal; Vapor Mitigation Contingency,Ground Water,Petroleum,Entire Property,,82547978,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82547978
5736,13898,East Allen County School Corporation,12616 SPENCERVILLE RD,Harlan,Allen County,UST,LUST ERC 07/01/2016,Environmental Restrictive Covenant,1375,,01-Jul-16,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,80376896,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80376896
5942,6111004,Kroger Retail Store,305 E Lewis & Clark Pkwy,Clarksville,Clark County,VRP,ERO,Environmental Restrictive Ordinance,6101,,15-Mar-22,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Portion of Property,,83294821,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83294821
6010,4090802,"Nachand Beverage Co, Inc",307 E 10th St,Jeffersonville,Clark County,Brownfields,NFA 11/4/14,Environmental Restrictive Covenant,1378,,11-Dec-14,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Metals; Petroleum,Entire Property,,80618173,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80618173
6046,200711094,CLECOUSTO,2807 W Jackson St,Muncie,Delaware County,State Cleanup,NFA,Environmental Restrictive Covenant,1379,,05-Apr-19,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Surface Soil,Chlorinated Compounds,Entire Property,,82756096,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82756096
6272,4080515,Columbus Indoor Sports Complex,701-703 2nd St,Columbus,Bartholomew County,Brownfields,NFA 2/1/22,Environmental Restrictive Covenant,1382,,08-Feb-22,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83282223; 83282231,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83282223; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83282231
6332,4220704,Press Seal Corporation,2424 W State Blvd,Fort Wayne,Allen County,Brownfields,Comfort Letter 5/11/23,Environmental Restrictive Covenant,1383,,21-Jun-23,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,83492331,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83492331
6566,4171205,Robinson Foundry,120 E Market St,Jeffersonville,Clark County,Brownfields,Comfort Letter,Environmental Restrictive Covenant,1387,,21-Dec-20,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor); Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83105264,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83105264
6953,4010027,Ashland Service Center,20 NE 5th St,Washington,Daviess County,Brownfields,BF NFA 06/04/2018,Environmental Restrictive Covenant,1396,,,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Petroleum,Entire Property,,82591912,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82591912
6984,4200202,Indianhead Truck Line Incorporated,601 W Commerce Dr,Fort Wayne,Allen County,Brownfields,BF 4200202,Environmental Restrictive Covenant,1399,,13-Aug-20,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor),Metals; Petroleum; SVOCs - Semi Volatile Organic Compounds,Entire Property,,83044240,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83044240
